assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002284835.1	PRJNA285814	SAMN03760860	LIAG000000000.1	na	8400	8400	Rana catesbeiana		Bruno	replaced	Contig	Major	Full	18/01/2017	RCv2	BC Cancer Agency	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/284/835/GCA_002284835.1_RCv2		
GCA_001728815.1	PRJNA339452	SAMN05591378	MDXI00000000.1	na	391341	8485	Malaclemys terrapin terrapin			replaced	Contig	Major	Full	15/09/2016	terp_v2_2	University of Maryland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/728/815/GCA_001728815.1_terp_v2_2		
GCA_000281125.1	PRJNA159843	SAMN02981418	AKHW00000000.1	na	8496	8496	Alligator mississippiensis			replaced	Scaffold	Major	Full	24/07/2012	allMis0.2	International Crocodilian Genomes Working Group	GCF_000281125.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/125/GCA_000281125.1_allMis0.2		
GCA_000281125.2	PRJNA159843	SAMN02981418	AKHW00000000.2	na	8496	8496	Alligator mississippiensis			suppressed	Scaffold	Major	Full	30/10/2015	ASM28112v2	International Crocodilian Genomes Working Group	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/125/GCA_000281125.2_ASM28112v2		
GCA_000281125.3	PRJNA159843	SAMN02981418	AKHW00000000.2	na	8496	8496	Alligator mississippiensis			replaced	Scaffold	Major	Full	30/10/2015	ASM28112v3	International Crocodilian Genomes Working Group	GCF_000281125.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/125/GCA_000281125.3_ASM28112v3		
GCA_001039765.1	PRJEB6383	SAMEA2560515		na	202946	8822	Apteryx australis mantelli			replaced	Scaffold	Major	Full	23/06/2015	AptMant0	MPI-EVA	GCF_001039765.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/765/GCA_001039765.1_AptMant0		
GCA_001039785.1	PRJEB6383	SAMEA2560516		na	202946	8822	Apteryx australis mantelli			suppressed	Scaffold	Major	Full	19/06/2015	AptMant_mt	MPI-EVA	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/785/GCA_001039785.1_AptMant_mt		
GCA_001039785.2	PRJEB6383	SAMEA2560515		na	202946	8822	Apteryx australis mantelli			suppressed	Scaffold	Minor	Partial	19/06/2015	AptMant_mt	MPI-EVA	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/785/GCA_001039785.2_AptMant_mt		
GCA_000337935.1	PRJNA167554	SAMN02981415	AKCR00000000.1	na	8932	8932	Columba livia	breed=Danish Tumbler		replaced	Scaffold	Major	Full	11/02/2013	Cliv_1.0	BGI	GCF_000337935.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/935/GCA_000337935.1_Cliv_1.0		
GCA_002078875.1	PRJNA352321	SAMN05969731	MTSP00000000.1	na	8996	8996	Numida meleagris	breed=g44 Domestic line	19003	replaced	Chromosome	Major	Full	05/04/2017	NumMel1.0	INRA	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/875/GCA_002078875.1_NumMel1.0		
GCA_000599465.1	PRJNA188411	SAMN02981558	AWGT00000000.1	na	9014	9014	Colinus virginianus	strain=Texas		replaced	Scaffold	Major	Full	20/03/2014	NB1.1	Texas A&M University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/465/GCA_000599465.1_NB1.1		
GCA_000002315.2	PRJNA13342	SAMN02981218	AADN00000000.3	na	9031	9031	Gallus gallus	breed=Red Jungle fowl, inbred line UCD001	#256	replaced	Chromosome	Major	Full	22/11/2011	Gallus_gallus-4.0	International Chicken Genome Consortium	GCF_000002315.3	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/315/GCA_000002315.2_Gallus_gallus-4.0		
GCA_000002315.3	PRJNA13342	SAMN02981218	AADN00000000.4	na	9031	9031	Gallus gallus	breed=Red Jungle fowl, inbred line UCD001	RJF #256	replaced	Chromosome	Major	Full	16/12/2015	Gallus_gallus-5.0	International Chicken Genome Consortium	GCF_000002315.4	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/315/GCA_000002315.3_Gallus_gallus-5.0		
GCA_000002315.4	PRJNA13342	SAMN02981218	AADN00000000.5	na	9031	9031	Gallus gallus	breed=Red Jungle fowl, inbred line UCD001	RJF #256	replaced	Chromosome	Major	Full	02/02/2018	GRCg6	Genome Reference Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/315/GCA_000002315.4_GRCg6		
GCA_000146605.2	PRJNA42129	SAMN02981253	ADDD00000000.1	na	9103	9103	Meleagris gallopavo	breed=Aviagen turkey brand Nicholas breeding stock	NT-WF06-2002-E0010	replaced	Chromosome	Major	Full	14/02/2011	Turkey_2.01	Turkey Genome Consortium	GCF_000146605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/605/GCA_000146605.2_Turkey_2.01		
GCA_001522545.1	PRJNA208335	SAMN03083587	JRXK00000000.1	na	9157	9157	Parus major		Abel	replaced	Chromosome	Major	Full	02/02/2016	Parus_major1.0.3	Animal Breeding and Genomics Centre, Wageningen University	GCF_001522545.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/522/545/GCA_001522545.1_Parus_major1.0.3		
GCA_002007965.1	PRJNA368994	SAMN02265252	MUGM00000000.1	na	9244	9244	Calypte anna		BGI_N300	suppressed	Contig	Major	Full	28/02/2017	Canna_diploid_1.0	Pacific Biosciences	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/965/GCA_002007965.1_Canna_diploid_1.0		
GCA_001077635.1	PRJNA189551	SAMN03759628	LFLD00000000.1	na	35019	35019	Thamnophis sirtalis		EDBJR-23777	suppressed	Scaffold	Major	Full	26/06/2015	Thamnophis_sirtalis-6.0	The Genome Institute at Washington University School of Medicine (WUGSC)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/635/GCA_001077635.1_Thamnophis_sirtalis-6.0		
GCA_002008985.1	PRJNA368994	SAMN02981239	MUGN00000000.1	na	59729	59729	Taeniopygia guttata		Black17	suppressed	Contig	Major	Full	28/02/2017	Tgut_diploid_1.0	Pacific Biosciences	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/008/985/GCA_002008985.1_Tgut_diploid_1.0		
GCA_000475235.1	PRJNA171384	SAMN02981553	AUPR00000000.1	na	72089	72089	Sebastes nigrocinctus			replaced	Scaffold	Major	Full	22/10/2013	Snig1.0	USC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/235/GCA_000475235.1_Snig1.0		
GCA_000475235.2	PRJNA171384	SAMN02981553	AUPR00000000.2	na	72089	72089	Sebastes nigrocinctus			replaced	Contig	Major	Full	20/12/2016	ASM47523v2	USC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/235/GCA_000475235.2_ASM47523v2		
GCA_000511605.1	PRJDB1146	SAMD00009971	BASJ00000000.1	na	93934	93934	Coturnix japonica	strain=L		replaced	Scaffold	Major	Full	26/07/2013	Coja_1.0	Tokyo University of Agriculture	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/605/GCA_000511605.1_Coja_1.0		
GCA_001527695.1	PRJDB4386	SAMD00043515	BCNE00000000.2	na	103944	103944	Protobothrops mucrosquamatus		PMUCROS	replaced	Contig	Major	Full	15/01/2016	P.Mucros_1.0	Okinawa Institute of Science and Technology	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/527/695/GCA_001527695.1_P.Mucros_1.0		
GCA_001527695.2	PRJDB4386	SAMD00043515	BCNE00000000.2	na	103944	103944	Protobothrops mucrosquamatus		PMUCROS	replaced	Scaffold	Major	Full	22/01/2016	P.Mucros_1.0	Okinawa Institute of Science and Technology	GCF_001527695.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/527/695/GCA_001527695.2_P.Mucros_1.0		
GCA_000182035.1	PRJNA29535	SAMN00000222	ABLO00000000.1	na	105023	105023	Nothobranchius furzeri	strain=GRZ		replaced	Scaffold	Major	Partial	17/03/2009	ASM18203v1	Leibniz Institute for Age Research - Fritz Lipmann Institute (FLI)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/035/GCA_000182035.1_ASM18203v1		
GCA_001465895.1	PRJEB5837	SAMEA2698544	CCSH00000000.1	na	105023	105023	Nothobranchius furzeri	strain=GRZ		suppressed	Chromosome	Major	Full	11/12/2015	Nfu_20140520	LEIBNIZ INSTITUTE FOR AGE RESEARCH - FRITZ LIPMANN	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/895/GCA_001465895.1_Nfu_20140520		
GCA_000238955.2	PRJNA60369	SAMN00139642	AGTA00000000.2	na	106582	106582	Maylandia zebra		#2_Kocher	replaced	Scaffold	Major	Full	11/07/2012	MetZeb1.1	Broad Institute	GCF_000238955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/955/GCA_000238955.2_MetZeb1.1		
GCA_000238955.3	PRJNA60369	SAMN03892560	AGTA00000000.3	na	106582	106582	Maylandia zebra	ecotype=Mazinzi reef	#2_Kocher and #3_Kocher	replaced	Scaffold	Major	Full	06/10/2015	M_zebra_UMD1	 University of Maryland	GCF_000238955.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/955/GCA_000238955.3_M_zebra_UMD1		
GCA_000238955.4	PRJNA60369	SAMN03892560	AGTA00000000.4	na	106582	106582	Maylandia zebra	ecotype=Mazinzi reef	#2_Kocher and #3_Kocher	replaced	Chromosome	Major	Full	10/01/2018	M_zebra_UMD2	University of Maryland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/955/GCA_000238955.4_M_zebra_UMD2		
GCA_001005745.1	PRJNA232741	SAMN02592717	JARO00000000.1	na	113540	113540	Scleropages formosus		aro1	replaced	Scaffold	Major	Full	08/05/2015	aro_v1	Monash University Malaysia	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/005/745/GCA_001005745.1_aro_v1		
GCA_000738735.1	PRJNA192205	SAMN02143031	JPSR00000000.1	na	932674	181096	Corvus cornix cornix		S_Up_H32	replaced	Scaffold	Major	Full	12/08/2014	Hooded_Crow_genome	Uppsala University	GCF_000738735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/735/GCA_000738735.1_Hooded_Crow_genome		
GCA_002023255.1	PRJNA358092	SAMN02143031	MVNZ00000000.1	na	932674	181096	Corvus cornix cornix		S_Up_H32	replaced	Contig	Major	Full	08/03/2017	ASM202325v1	Uppsala University, Evolutionary Biology Centre	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/023/255/GCA_002023255.1_ASM202325v1		
GCA_001910785.1	PRJNA236323	SAMN03579458	LCWK000000000.1	na	201708	201708	Sebastes steindachneri		S-Stein-200	replaced	Contig	Major	Full	20/12/2016	ASM191078v1	USC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/910/785/GCA_001910785.1_ASM191078v1		
GCA_001910765.1	PRJNA236304	SAMN03354192	LHCJ00000000.1	na	214483	214483	Sebastes minor		S-Minor-200	replaced	Contig	Major	Full	20/12/2016	ASM191076v1	USC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/910/765/GCA_001910765.1_ASM191076v1		
GCA_001910805.1	PRJNA229179	SAMN03964772	LHVS00000000.1	na	214485	214485	Sebastes aleutianus		Aleu4	replaced	Contig	Major	Full	20/12/2016	ASM191080v1	USC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/910/805/GCA_001910805.1_ASM191080v1		
GCA_001642345.1	PRJNA255419	SAMN04562461	LVEK00000000.1	na	259920	259920	Rhincodon typus		Ralph	suppressed	Contig	Major	Full	11/05/2016	Rhincodon v1	Emory University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/345/GCA_001642345.1_Rhincodon_v1		
GCA_000164785.1	PRJNA30809	SAMN02146716	ABVD00000000.1	na	9358	9358	Choloepus hoffmanni			replaced	Scaffold	Major	Full	06/11/2008	ChoHof1.0	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/785/GCA_000164785.1_ChoHof1.0		
GCA_001466805.1	PRJNA303181	SAMN04287759	LOCP00000000.1	na	9407	9407	Rousettus aegyptiacus		1219	replaced	Scaffold	Major	Full	15/12/2015	ASM146680v1	Boston University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/466/805/GCA_001466805.1_ASM146680v1		
GCA_002940915.1	PRJNA414273	SAMN07783852	PEHR00000000.1	na	9430	9430	Desmodus rotundus		DRU21DN04	replaced	Scaffold	Major	Full	23/02/2018	ASM294091v1	University of Copenhagen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/940/915/GCA_002940915.1_ASM294091v1		
GCA_000002255.1	PRJNA12537	SAMN02981228	AANU00000000.1	na	9544	9544	Macaca mulatta		17573	suppressed	Chromosome	Major	Full	27/02/2006	ASM225v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/255/GCA_000002255.1_ASM225v1		
GCA_000772875.1	PRJNA214746	SAMN02981228	JSUE00000000.1	na	9544	9544	Macaca mulatta		17573	replaced	Chromosome	Major	Full	12/11/2014	MacaM_Assembly_v7	University of Maryland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/875/GCA_000772875.1_MacaM_Assembly_v7		
GCA_000772875.2	PRJNA214746	SAMN04096400	JSUE00000000.2	na	9544	9544	Macaca mulatta		17573	replaced	Chromosome	Major	Full	18/09/2015	Mmul_8.0	Baylor College of Medicine Genome Sequencing Center	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/875/GCA_000772875.2_Mmul_8.0		
GCA_000264685.1	PRJNA54005	SAMN02981400	AHZZ00000000.1	na	9555	9555	Papio anubis		1X1155	replaced	Chromosome	Major	Full	05/06/2012	Panu_2.0	Baylor College of Medicine	GCF_000264685.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/685/GCA_000264685.1_Panu_2.0		
GCA_000151905.1	PRJEA31265		CABD00000000.2	na	9595	9593	Gorilla gorilla gorilla			replaced	Chromosome	Major	Full	05/10/2011	gorGor3.1	Wellcome Trust Sanger Institute	GCF_000151905.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/905/GCA_000151905.1_gorGor3.1		
GCA_001484535.1	PRJNA293447	SAMN04003007	LQCJ00000000.1	na	9595	9593	Gorilla gorilla gorilla		KB3781	replaced	Scaffold	Major	Partial	04/01/2016	GorgorY_ver1.0	The Pennsylvania State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/535/GCA_001484535.1_GorgorY_ver1.0		
GCA_900006655.1	PRJEB10880	SAMEA3541598	CYUI00000000.1	na	9595	9593	Gorilla gorilla gorilla			replaced	Contig	Major	Full	04/03/2016	GSMRT3	UNIVERSITY OF WASHINGTON	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/006/655/GCA_900006655.1_GSMRT3		
GCA_000258655.1	PRJNA49285	SAMEA1029457	AJFE00000000.1	na	9597	9597	Pan paniscus		Ulindi	replaced	Scaffold	Major	Full	24/04/2012	panpan1	Max-Planck Institute for Evolutionary Anthropology	GCF_000258655.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/655/GCA_000258655.1_panpan1		
GCA_000001515.4	PRJNA13184	SAMN02981217	AACZ00000000.3	na	9598	9598	Pan troglodytes		Yerkes chimp pedigree #C0471 (Clint)	replaced	Chromosome	Major	Full	25/03/2011	Pan_troglodytes-2.1.4	Chimpanzee Sequencing and Analysis Consortium	GCF_000001515.6	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/515/GCA_000001515.4_Pan_troglodytes-2.1.4		
GCA_002880755.1	PRJNA369439	SAMN06272697	NBAG00000000.1	na	9598	9598	Pan troglodytes		Yerkes chimp pedigree #C0471 (Clint)	replaced	Contig	Major	Full	16/01/2018	Clint_PTR_v0	University of Washington	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/755/GCA_002880755.1_Clint_PTR_v0		
GCA_002880755.2	PRJNA369439	SAMN06272697	NBAG00000000.2	na	9598	9598	Pan troglodytes		Yerkes chimp pedigree #C0471 (Clint)	replaced	Chromosome	Major	Full	17/01/2018	Clint_PTR_v1	University of Washington	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/755/GCA_002880755.2_Clint_PTR_v1		
GCA_002880775.1	PRJNA369439	SAMN06275555	NDHI00000000.1	na	9601	9601	Pongo abelii		Susie	replaced	Contig	Major	Full	16/01/2018	Susie_PAB_v0	University of Washington	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/775/GCA_002880775.1_Susie_PAB_v0		
GCA_002880775.2	PRJNA369439	SAMN06275555	NDHI00000000.2	na	9601	9601	Pongo abelii		Susie	replaced	Chromosome	Major	Full	17/01/2018	Susie_PAB_v1	University of Washington	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/775/GCA_002880775.2_Susie_PAB_v1		
GCA_000001405.15	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Major	Full	17/12/2013	GRCh38	Genome Reference Consortium	GCF_000001405.26	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38		
GCA_000001405.16	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	03/10/2014	GRCh38.p1	Genome Reference Consortium	GCF_000001405.27	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.16_GRCh38.p1		
GCA_000001405.17	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	05/12/2014	GRCh38.p2	Genome Reference Consortium	GCF_000001405.28	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.17_GRCh38.p2		
GCA_000001405.18	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	03/04/2015	GRCh38.p3	Genome Reference Consortium	GCF_000001405.29	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.18_GRCh38.p3		
GCA_000001405.19	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	25/06/2015	GRCh38.p4	Genome Reference Consortium	GCF_000001405.30	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.19_GRCh38.p4		
GCA_000001405.20	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	22/09/2015	GRCh38.p5	Genome Reference Consortium	GCF_000001405.31	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.20_GRCh38.p5		
GCA_000001405.21	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	21/12/2015	GRCh38.p6	Genome Reference Consortium	GCF_000001405.32	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.21_GRCh38.p6		
GCA_000001405.22	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	21/03/2016	GRCh38.p7	Genome Reference Consortium	GCF_000001405.33	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.22_GRCh38.p7		
GCA_000001405.23	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	30/06/2016	GRCh38.p8	Genome Reference Consortium	GCF_000001405.34	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.23_GRCh38.p8		
GCA_000001405.24	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	26/09/2016	GRCh38.p9	Genome Reference Consortium	GCF_000001405.35	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.24_GRCh38.p9		
GCA_000001405.25	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	06/01/2017	GRCh38.p10	Genome Reference Consortium	GCF_000001405.36	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.25_GRCh38.p10		
GCA_000001405.26	PRJNA31257			na	9606	9606	Homo sapiens			replaced	Chromosome	Patch	Full	14/06/2017	GRCh38.p11	Genome Reference Consortium	GCF_000001405.37	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.26_GRCh38.p11		
GCA_000772585.1	PRJNA253496	SAMN02743421	JSAF00000000.1	na	9606	9606	Homo sapiens		CHM1	replaced	Contig	Major	Full	05/11/2014	ASM77258v1	Pacific Biosciences	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/585/GCA_000772585.1_ASM77258v1		
GCA_000983455.1	PRJNA269593	SAMN03255769	LBHZ00000000.1	na	9606	9606	Homo sapiens		CHM13	replaced	Contig	Major	Full	30/04/2015	CHM13 Draft Assembly	The Genome Institute at Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/983/455/GCA_000983455.1_CHM13_Draft_Assembly		
GCA_001015385.1	PRJNA269593	SAMN03255769	LDOC00000000.1	na	9606	9606	Homo sapiens		CHM13	replaced	Contig	Major	Full	01/06/2015	CHM13 CA Sensitive 2.5% Error	The Genome Institute at Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/015/385/GCA_001015385.1_CHM13_CA_Sensitive_2.5_Error		
GCA_001292825.1	PRJNA203659	SAMN00009513	LIQK00000000.1	na	9606	9606	Homo sapiens		CMT-001	replaced	Chromosome	Major	Full	17/09/2015	HS1011_v1	Baylor College of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/292/825/GCA_001292825.1_HS1011_v1		
GCA_001524155.1	PRJNA288807	SAMN03838746	LKPB00000000.1	na	9606	9606	Homo sapiens		NA19240	replaced	Chromosome	Major	Full	22/08/2016	Hs_NA19240-1.0	The Genome Institute at Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/524/155/GCA_001524155.1_Hs_NA19240-1.0		
GCA_001524155.2	PRJNA288807	SAMN03838746	LKPB00000000.2	na	9606	9606	Homo sapiens		NA19240	replaced	Contig	Major	Full	19/05/2017	NA19240_prelim_2.0	The Genome Institute at Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/524/155/GCA_001524155.2_NA19240_prelim_2.0		
GCA_001708065.1	PRJNA301527	SAMN04251426	LYOV00000000.1	na	9606	9606	Homo sapiens		HX1	replaced	Contig	Major	Full	18/08/2016	HX1	University of Southern California	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/065/GCA_001708065.1_HX1		
GCA_001750385.1	PRJNA298944	SAMN04169050	LPVO00000000.1	na	9606	9606	Homo sapiens		AK1	replaced	Scaffold	Major	Full	30/09/2016	AK1_v1	Macrogen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/385/GCA_001750385.1_AK1_1.0		
GCA_001816335.1	PRJNA298944	SAMN04169050	LYWJ00000000.1	na	9606	9606	Homo sapiens		AK1	suppressed	Contig	Major	Full	21/10/2016	AK1_Haplotigs_v1	Macrogen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/816/335/GCA_001816335.1_AK1_Haplotigs_v1		
GCA_001879175.1	PRJNA298944	SAMN04169050	MNPK00000000.1	na	9606	9606	Homo sapiens		AK1	suppressed	Contig	Major	Partial	15/11/2016	AK1_MHC_Haplotigs_v1	Macrogen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/175/GCA_001879175.1_AK1_MHC_Haplotigs_v1		
GCA_002077035.1	PRJNA323611	SAMN05181962	NBMU00000000.1	na	9606	9606	Homo sapiens		NA12878	replaced	Contig	Major	Full	10/08/2017	NA12878_prelim_1.0	The Genome Institute at Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/077/035/GCA_002077035.1_NA12878_prelim_1.0		
GCA_002077035.2	PRJNA323611	SAMN05181962	NBMU00000000.1	na	9606	9606	Homo sapiens		NA12878	replaced	Contig	Major	Full	10/08/2017	NA12878_prelim_2.1	The Genome Institute at Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/077/035/GCA_002077035.2_NA12878_prelim_2.1		
GCA_002180035.1	PRJNA300843	SAMN04229552	NIOH00000000.1	na	9606	9606	Homo sapiens		HG00514	replaced	Contig	Major	Full	24/01/2018	HG00514_prelim_1.0	The Genome Institute at Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/035/GCA_002180035.1_HG00514_prelim_1.0		
